country_code,product_line_code,platform_code,content_cnt,negative_cnt,positive_cnt,top_theme,top_competitor,last_update_time,persona_identity,persona_media,persona_brand,persona_competitor
GB,breast_pump,mumsnet,2,0,1,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Elvie, Elvie（可穿戴吸奶器线）, Medela；本土/其他（VOC提及候选）：breast pump, wearable, 无单一商业品牌, 含哺乳支持文章列表, 多品牌吸奶器（以类目列表为准）, 含子专题入口（含 expressing 相关链接）, 区分 manual, electric pump"
GB,unknown,mumsnet,3,0,1,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Elvie, Elvie（可穿戴吸奶器线）, Medela；本土/其他（VOC提及候选）：breast pump, wearable, 无单一商业品牌, 含哺乳支持文章列表, 多品牌吸奶器（以类目列表为准）, 含子专题入口（含 expressing 相关链接）, 区分 manual, electric pump"
GB,breast_pump,amazoncouk,5,0,2,cleaning,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Elvie, Elvie（可穿戴吸奶器线）, Medela；本土/其他（VOC提及候选）：breast pump, wearable, 无单一商业品牌, 含哺乳支持文章列表, 多品牌吸奶器（以类目列表为准）, 含子专题入口（含 expressing 相关链接）, 区分 manual, electric pump"
GB,unknown,amazoncouk,9,0,5,general,medela,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 英爱市场更偏好讨论氛围强的育儿论坛与大社媒联动，妈妈群体重视真实经验和可执行建议。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Elvie, Elvie（可穿戴吸奶器线）, Medela；本土/其他（VOC提及候选）：breast pump, wearable, 无单一商业品牌, 含哺乳支持文章列表, 多品牌吸奶器（以类目列表为准）, 含子专题入口（含 expressing 相关链接）, 区分 manual, electric pump"
NL,unknown,oudersnl_forum,2,0,0,general,Medela,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 荷兰家庭倾向理性比较与实用内容，偏好简洁可信的育儿资料和本地社区经验。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 荷兰家庭倾向理性比较与实用内容，偏好简洁可信的育儿资料和本地社区经验。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 荷兰家庭倾向理性比较与实用内容，偏好简洁可信的育儿资料和本地社区经验。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Elvie, Medela Swing Maxi, Elvie Pump Double, Philips Avent；本土/其他（VOC提及候选）：borstvoeding, kolven, consultatiebureau, Difrax, borstkolf, tweedehands borstkolf, hygiëne"
NL,unknown,forumoudersvannunl,2,0,0,general,philips,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 荷兰家庭倾向理性比较与实用内容，偏好简洁可信的育儿资料和本地社区经验。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 荷兰家庭倾向理性比较与实用内容，偏好简洁可信的育儿资料和本地社区经验。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 荷兰家庭倾向理性比较与实用内容，偏好简洁可信的育儿资料和本地社区经验。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Elvie, Medela Swing Maxi, Elvie Pump Double, Philips Avent；本土/其他（VOC提及候选）：borstvoeding, kolven, consultatiebureau, Difrax, borstkolf, tweedehands borstkolf, hygiëne"
PT,unknown,de_me_para_me,3,0,0,general,Philips,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 中东欧与长尾欧洲市场本地垂类媒体较分散，妈妈用户常同时使用全球母婴内容站和本地社媒群组完成决策。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 中东欧与长尾欧洲市场本地垂类媒体较分散，妈妈用户常同时使用全球母婴内容站和本地社媒群组完成决策。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 中东欧与长尾欧洲市场本地垂类媒体较分散，妈妈用户常同时使用全球母婴内容站和本地社媒群组完成决策。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Chicco, Philips Avent, Medela, Nuk；本土/其他（VOC提及候选）：bomba tira leite, extrator manual, bomba elétrica, aleitamento materno, amamentação, aleitamento, WHO"
ES,unknown,amazones,16,0,5,general,medela,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 西语欧洲市场偏好家庭导向、可操作性强的育儿内容，对图文+短视频结合的转化效率较高。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 西语欧洲市场偏好家庭导向、可操作性强的育儿内容，对图文+短视频结合的转化效率较高。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 西语欧洲市场偏好家庭导向、可操作性强的育儿内容，对图文+短视频结合的转化效率较高。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra；本土/其他（VOC提及候选）：sacaleches, embarazo, 电动泵, 含 OMS, 临床与服务体系语境, 手动, 电动, 双头价位区间与 AEP 指南引用语境（以正文为准）"
ES,breast_pump,amazones,7,0,2,cleaning,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 西语欧洲市场偏好家庭导向、可操作性强的育儿内容，对图文+短视频结合的转化效率较高。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 西语欧洲市场偏好家庭导向、可操作性强的育儿内容，对图文+短视频结合的转化效率较高。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 西语欧洲市场偏好家庭导向、可操作性强的育儿内容，对图文+短视频结合的转化效率较高。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra；本土/其他（VOC提及候选）：sacaleches, embarazo, 电动泵, 含 OMS, 临床与服务体系语境, 手动, 电动, 双头价位区间与 AEP 指南引用语境（以正文为准）"
AL,unknown,youtube_sqen,1,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 中东欧与长尾欧洲市场本地垂类媒体较分散，妈妈用户常同时使用全球母婴内容站和本地社媒群组完成决策。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 中东欧与长尾欧洲市场本地垂类媒体较分散，妈妈用户常同时使用全球母婴内容站和本地社媒群组完成决策。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 中东欧与长尾欧洲市场本地垂类媒体较分散，妈妈用户常同时使用全球母婴内容站和本地社媒群组完成决策。,"【VOC聚合·待业务审核】国际（VOC提及候选）：NUK Luna Electric Breast Pump；本土/其他（VOC提及候选）：electric pump, breast pump, Megatek breast pump category, Cangaroo manual breast pump, Neno Uno Electric Breast Pump, breastfeeding support, public health, manual"
OM,breast_pump,amazonae__noon,8,1,4,comfort,Medela,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Spectra, Spectra Dual Compact；本土/其他（VOC提及候选）：breast pump, counseling, wearable, breastfeeding clinics, BFHI, breastfeeding rooms, expecting mothers, postpartum mothers"
OM,unknown,amazonae__noon,7,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Spectra, Spectra Dual Compact；本土/其他（VOC提及候选）：breast pump, counseling, wearable, breastfeeding clinics, BFHI, breastfeeding rooms, expecting mothers, postpartum mothers"
OM,unknown,amazonae,8,0,6,general,Elvie,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Spectra, Spectra Dual Compact；本土/其他（VOC提及候选）：breast pump, counseling, wearable, breastfeeding clinics, BFHI, breastfeeding rooms, expecting mothers, postpartum mothers"
OM,breast_pump,amazonae,6,0,5,pump_modes,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Spectra, Spectra Dual Compact；本土/其他（VOC提及候选）：breast pump, counseling, wearable, breastfeeding clinics, BFHI, breastfeeding rooms, expecting mothers, postpartum mothers"
AE,unknown,3a2ilati,2,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,"【VOC聚合·待业务审核】国际（VOC提及候选）：MomCozy（商品页）, Medela Harmony（列表卡）, Medela, MomCozy；本土/其他（VOC提及候选）：（无）, breast pump, wearable, 多品牌吸奶器（以类目列表为准）, شفاط حليب, مضخة（文章列表聚合）, مضخة الثدي, شفاط（站内检索与栏目聚合）"
AE,unknown,supermama,1,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,"【VOC聚合·待业务审核】国际（VOC提及候选）：MomCozy（商品页）, Medela Harmony（列表卡）, Medela, MomCozy；本土/其他（VOC提及候选）：（无）, breast pump, wearable, 多品牌吸奶器（以类目列表为准）, شفاط حليب, مضخة（文章列表聚合）, مضخة الثدي, شفاط（站内检索与栏目聚合）"
AE,breast_pump,mohap_uae,3,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 海湾国家母婴用户高度活跃于视觉化社媒与阿语内容平台，短视频、群组互动和权威母婴站并行。,"【VOC聚合·待业务审核】国际（VOC提及候选）：MomCozy（商品页）, Medela Harmony（列表卡）, Medela, MomCozy；本土/其他（VOC提及候选）：（无）, breast pump, wearable, 多品牌吸奶器（以类目列表为准）, شفاط حليب, مضخة（文章列表聚合）, مضخة الثدي, شفاط（站内检索与栏目聚合）"
LB,unknown,lebanon_moph,3,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Philips Avent；本土/其他（VOC提及候选）：breast pump, Babyono, breastfeeding week, awareness, breastfeeding, مضخة, wearable（检索词聚合）, review"
LB,breast_pump,amazonae,14,1,9,pump_modes,Medela,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Philips Avent；本土/其他（VOC提及候选）：breast pump, Babyono, breastfeeding week, awareness, breastfeeding, مضخة, wearable（检索词聚合）, review"
LB,unknown,amazonae,18,0,6,general,Elvie,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 阿语非海湾市场同样依赖阿语母婴内容站与社媒互动，价格敏感度和真实体验口碑都较高。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Philips Avent；本土/其他（VOC提及候选）：breast pump, Babyono, breastfeeding week, awareness, breastfeeding, مضخة, wearable（检索词聚合）, review"
GLOBAL,breast_pump,forum,6,0,0,general,,,,,,
GLOBAL,unknown,forum,5,0,0,general,,,,,,
GLOBAL,breast_pump,generic,21,0,0,general,,,,,,
GLOBAL,unknown,generic,42,0,2,general,,,,,,
CA,unknown,amazon,2,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 加拿大家庭通常同时消费英语与法语育儿内容，重视真实经验与权威建议结合。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 加拿大家庭通常同时消费英语与法语育儿内容，重视真实经验与权威建议结合。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 加拿大家庭通常同时消费英语与法语育儿内容，重视真实经验与权威建议结合。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra；本土/其他（VOC提及候选）：tire-lait, breast pump, 电动泵, 吸奶器与喂养配件（以类目列表为准）, 以西海岸门店, 线上列表为准"
AU,unknown,amazon,2,0,0,general,,,以孕晚期到产后12个月的妈妈为主，典型场景是母乳喂养、背奶和职场返岗；家庭中通常由妈妈主导选购，伴侣会参与价格与口碑对比；更关注吸力舒适度、静音、便携和清洗便利性。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,偏好真实使用演示、吸奶效率对比、配件清洗教程和背奶场景短视频；会主动搜索泌乳顾问、月嫂或KOL的经验分享；对“同泵不同罩杯/不同模式”的细节测评更敏感。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,偏爱有医疗/母婴背书、使用门槛低、配件齐全且售后明确的品牌；对安全材质、吸乳体验和噪音控制容忍度低；更相信长期口碑、专家建议和妈妈真实长评。 澳新家庭偏好实用型育儿内容与社区问答并行，强调生活方式场景和专家建议。,"【VOC聚合·待业务审核】国际（VOC提及候选）：Medela, Spectra, Spectra S2, Ardo Calypso, Spectra S2+；本土/其他（VOC提及候选）：breast pump, New Beginnings, review（结果列表随算法变化）, single electric breast pump, 含手挤, 手动泵, 电动泵等方法叙述"
